id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review
1189243425411300671,61391963,Manhattan,Murray Hill,Entire home/apt,58.0,30,1,2024-08-02
651593916026998398,136812643,Brooklyn,Flatlands,Private room,80.0,30,0,
310325,745069,Manhattan,Harlem,Private room,75.0,30,31,2019-09-28
572612125615500056,358089614,Brooklyn,Sunset Park,Private room,45.0,30,6,2024-07-30
1020282701018874374,483056418,Brooklyn,Bedford-Stuyvesant,Private room,47.0,30,0,
640443472855597440,24278208,Brooklyn,Bedford-Stuyvesant,Private room,194.0,30,0,
725482656106188093,4941291,Brooklyn,Bedford-Stuyvesant,Entire home/apt,400.0,30,0,
681730243323738679,45774302,Brooklyn,Bushwick,Private room,79.0,30,14,2023-01-01
1004979479809147241,540041298,Queens,Ridgewood,Private room,45.0,30,0,
969035784970111373,534575586,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,30,5,2023-10-16
773237631431486588,454700211,Brooklyn,Bedford-Stuyvesant,Private room,150.0,30,1,2023-05-21
818099336473939614,162280872,Manhattan,Upper East Side,Entire home/apt,191.0,30,2,2023-08-12
1097125455525075775,563069592,Brooklyn,Downtown Brooklyn,Private room,295.0,1,23,2024-07-16
760086536368275287,736652,Brooklyn,Williamsburg,Entire home/apt,495.0,30,8,2023-07-23
1043748746630664860,547422647,Manhattan,Upper West Side,Private room,602.0,1,0,
814741679869275205,339192135,Manhattan,Morningside Heights,Private room,149.0,30,1,2023-06-25
762355634788904537,363171869,Brooklyn,Bushwick,Private room,56.0,30,2,2023-04-14
978191817244397875,39448176,Brooklyn,Williamsburg,Entire home/apt,220.0,30,0,
9735931,6501582,Brooklyn,Crown Heights,Private room,,30,9,2020-01-06
7359313,38445572,Manhattan,Murray Hill,Private room,,30,1,2015-09-21
7348925,38500630,Manhattan,Upper East Side,Entire home/apt,,30,1,2015-10-05
9796155,34202667,Brooklyn,Bushwick,Private room,,30,0,
7500030,19976579,Manhattan,East Village,Entire home/apt,,30,0,
7616651,3663218,Brooklyn,Williamsburg,Private room,,30,1,2015-08-18
7664959,40237377,Brooklyn,Sheepshead Bay,Private room,,30,0,
7726296,7375767,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
7826411,24881130,Manhattan,Lower East Side,Private room,,30,0,
10015340,51434460,Brooklyn,Williamsburg,Private room,,30,0,
7893820,1330961,Brooklyn,Williamsburg,Entire home/apt,,30,0,
10065831,51652888,Brooklyn,Bedford-Stuyvesant,Private room,,30,1,2016-01-03
10067924,36866768,Manhattan,Nolita,Entire home/apt,,30,0,
10106530,8511553,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,6,2016-06-29
10117624,12190846,Brooklyn,Greenpoint,Entire home/apt,,30,0,
12472883,12114372,Manhattan,Gramercy,Private room,,30,0,
12426778,7963317,Brooklyn,Boerum Hill,Private room,,30,0,
12585126,24018769,Manhattan,West Village,Entire home/apt,,30,0,
6094708,31629890,Manhattan,Lower East Side,Entire home/apt,,30,0,
10679740,55165952,Brooklyn,Williamsburg,Private room,,30,0,
10813133,16326744,Brooklyn,Bushwick,Entire home/apt,,30,0,
10995810,57055185,Queens,Astoria,Private room,,30,0,
6626894,13500220,Manhattan,Upper West Side,Entire home/apt,,30,1,2015-08-02
9297852,48261452,Brooklyn,Bushwick,Entire home/apt,,30,7,2017-11-26
1147817758934173845,163313344,Bronx,Williamsbridge,Private room,,30,0,
9336526,27962518,Queens,Elmhurst,Private room,,30,0,
6901484,36166165,Brooklyn,Williamsburg,Private room,,30,1,2017-09-17
9430502,3100823,Brooklyn,Bushwick,Private room,,30,0,
9435315,35539248,Manhattan,East Village,Private room,,30,0,
11491696,60502606,Manhattan,Upper West Side,Entire home/apt,,30,0,
6927027,503555,Brooklyn,Williamsburg,Private room,,30,2,2015-12-13
6950807,36441990,Queens,Long Island City,Entire home/apt,,30,5,2016-08-13
9609825,27158859,Manhattan,Chelsea,Entire home/apt,,30,15,2017-09-15
16561213,101695430,Manhattan,Civic Center,Private room,,30,0,
13359416,28557516,Manhattan,Upper West Side,Private room,,30,0,
13653708,72002747,Manhattan,Kips Bay,Entire home/apt,,30,26,2018-05-08
13764238,80721470,Manhattan,Gramercy,Private room,,30,1,2016-07-26
19134330,133736899,Manhattan,Upper West Side,Entire home/apt,,30,1,2017-06-16
14089282,57517386,Queens,Ridgewood,Private room,,30,0,
19466060,17274880,Brooklyn,Bedford-Stuyvesant,Private room,,30,4,2017-12-27
19544404,72539408,Manhattan,Lower East Side,Entire home/apt,,30,0,
15036516,62604251,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
15145285,21255768,Manhattan,Upper East Side,Entire home/apt,,30,0,
19910666,141011662,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
20195539,143817547,Manhattan,East Harlem,Entire home/apt,,30,3,2017-10-09
1005945620349053784,146675319,Bronx,Mount Hope,Private room,200.0,30,0,
1032927026252673202,268816419,Brooklyn,East Flatbush,Entire home/apt,71.0,30,1,2023-12-27
1169735081820698039,574255356,Brooklyn,Canarsie,Private room,97.0,30,0,
14216896,86337764,Queens,Springfield Gardens,Entire home/apt,165.0,30,0,
2999527,5422083,Manhattan,Financial District,Entire home/apt,600.0,30,2,2014-05-27
613045587854720391,394289605,Manhattan,Washington Heights,Private room,250.0,30,2,2023-09-03
47276861,296647504,Queens,Ridgewood,Entire home/apt,529.0,30,0,
31178588,107578852,Manhattan,Washington Heights,Private room,125.0,30,12,2023-09-03
23224129,172579417,Bronx,Highbridge,Private room,80.0,30,5,2023-08-13
880473158416436159,450443676,Brooklyn,Flatbush,Entire home/apt,219.0,30,2,2023-05-07
1203866180302079266,115082911,Brooklyn,Crown Heights,Private room,66.0,30,0,
939431170319588496,526803672,Brooklyn,East New York,Entire home/apt,150.0,30,3,2023-10-08
1139789223673640272,51426218,Queens,Maspeth,Private room,35.0,30,0,
610418835243217843,455426196,Manhattan,Inwood,Private room,59.0,30,101,2023-11-13
973354135681593503,535538968,Brooklyn,Cypress Hills,Private room,52.0,30,0,
54131340,399986109,Queens,Rego Park,Entire home/apt,140.0,30,5,2023-09-18
33937466,3876092,Queens,Astoria,Private room,100.0,30,11,2023-11-14
715501176123029895,206919043,Bronx,Concourse,Entire home/apt,124.0,30,0,
8190747,43203249,Queens,Sunnyside,Private room,75.0,30,2,2019-09-17
948454620122891237,417861627,Brooklyn,Crown Heights,Shared room,65.0,30,0,
1090118807511156994,15413905,Queens,Long Island City,Entire home/apt,50.0,30,0,
32670456,38706510,Manhattan,Upper West Side,Entire home/apt,74.0,60,0,
1051505442588448739,415840703,Manhattan,Chelsea,Entire home/apt,322.0,30,0,
869485537018723078,71741921,Brooklyn,Bushwick,Private room,115.0,30,0,
1220992923841391237,521229384,Manhattan,Hell's Kitchen,Private room,99.0,30,0,
21868813,120638903,Queens,Astoria,Entire home/apt,,30,2,2017-12-09
22328208,29346825,Manhattan,Harlem,Private room,,30,0,
22337162,861330,Brooklyn,Williamsburg,Private room,,30,0,
739333866230665371,3013025,Brooklyn,Fort Hamilton,Private room,89.0,31,0,
838141198693830649,148571080,Manhattan,East Harlem,Entire home/apt,140.0,120,0,
1233291236181154722,138770550,Brooklyn,Crown Heights,Private room,63.0,30,0,
796986371882195221,483056418,Brooklyn,Bedford-Stuyvesant,Private room,48.0,30,0,
1233332599257101768,138770550,Brooklyn,Crown Heights,Private room,36.0,30,0,
1203101908839088892,128579948,Manhattan,Upper East Side,Entire home/apt,900.0,30,0,
27454904,206195782,Manhattan,Harlem,Entire home/apt,225.0,30,78,2023-11-20
27883,120223,Manhattan,East Village,Entire home/apt,100.0,30,25,2011-12-10
13234457,2868,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60.0,30,2,2017-07-31
51927795,6702683,Brooklyn,Williamsburg,Entire home/apt,399.0,30,0,
581828450067457846,41426347,Manhattan,Midtown,Entire home/apt,348.0,30,0,
806559695552186402,489756011,Manhattan,Kips Bay,Entire home/apt,150.0,30,0,
1010698130171630204,533234561,Manhattan,Kips Bay,Entire home/apt,101.0,30,0,
1080524247229234431,13347167,Manhattan,Upper East Side,Entire home/apt,116.0,30,3,2024-08-12
622964050408357805,20684495,Brooklyn,Carroll Gardens,Entire home/apt,200.0,30,0,
913651695148256598,126778356,Brooklyn,Carroll Gardens,Private room,200.0,30,0,
847907277684435044,164316200,Manhattan,Lower East Side,Private room,64.0,30,0,
735631763810679610,483218347,Brooklyn,Greenpoint,Entire home/apt,300.0,30,0,
748537688760859905,256632041,Manhattan,SoHo,Entire home/apt,180.0,30,1,2022-11-10
4920338,25341839,Manhattan,Upper East Side,Entire home/apt,310.0,30,0,
49009747,305240193,Manhattan,Upper East Side,Private room,53.0,30,0,
980573611700193360,213020,Manhattan,Upper West Side,Private room,119.0,30,9,2024-06-16
675959117355164668,1863597,Manhattan,Hell's Kitchen,Private room,137.0,30,0,
62925,306739,Brooklyn,Greenpoint,Entire home/apt,285.0,30,172,2023-11-14
27082137,10194134,Brooklyn,Williamsburg,Private room,60.0,30,0,
1012904436227012265,99672488,Manhattan,Upper West Side,Entire home/apt,229.0,30,0,
1071083738326573629,502141479,Brooklyn,Bushwick,Private room,46.0,30,1,2024-06-15
1205761267577581112,7250989,Manhattan,Upper West Side,Private room,98.0,30,0,
52025370,255347418,Manhattan,Chelsea,Entire home/apt,236.0,100,0,
11845193,13318184,Brooklyn,Williamsburg,Private room,,30,0,
7234538,1793569,Brooklyn,Park Slope,Entire home/apt,,30,0,
11858737,40068602,Manhattan,East Village,Private room,,30,1,2016-03-23
9717766,50165358,Manhattan,Murray Hill,Entire home/apt,,30,0,
11868110,63269523,Manhattan,East Village,Entire home/apt,,30,1,2016-03-21
9735503,166014,Queens,Astoria,Entire home/apt,,30,2,2016-08-06
913179698983804232,400013151,Manhattan,Kips Bay,Private room,136.0,30,0,
9757762,3696938,Brooklyn,Williamsburg,Entire home/apt,,30,0,
9757351,7952263,Manhattan,Upper East Side,Entire home/apt,,30,1,2016-08-27
9770041,96598,Brooklyn,Greenpoint,Entire home/apt,,30,2,2019-01-01
7397649,9991314,Queens,Astoria,Entire home/apt,,30,0,
7396662,7489344,Manhattan,Lower East Side,Private room,,30,17,2016-09-15
13060365,5252741,Manhattan,Civic Center,Private room,,30,0,
7398163,28269324,Manhattan,Stuyvesant Town,Private room,,30,2,2015-08-31
7431316,16617981,Manhattan,Washington Heights,Private room,,30,1,2015-12-18
7539610,39503857,Manhattan,Harlem,Private room,,30,0,
9896731,50448556,Manhattan,Harlem,Private room,,30,0,
9927400,22414947,Brooklyn,Williamsburg,Private room,,30,1,2016-01-05
9938594,45928403,Brooklyn,Bushwick,Private room,,30,0,
9968402,6172959,Manhattan,Battery Park City,Entire home/apt,,30,0,
12303877,51522009,Manhattan,Hell's Kitchen,Private room,,30,0,
7789678,40995200,Manhattan,Morningside Heights,Private room,,30,0,
9997702,5123299,Brooklyn,Bushwick,Private room,,30,4,2018-01-01
7867805,41464907,Manhattan,Kips Bay,Entire home/apt,,30,1,2015-08-20
7928917,41810578,Manhattan,West Village,Entire home/apt,,30,0,
1174664876231706501,582250822,Manhattan,SoHo,Entire home/apt,600.0,30,0,
8052046,21090508,Brooklyn,Bushwick,Shared room,,30,73,2018-10-05
10137048,52022983,Manhattan,Upper West Side,Entire home/apt,,30,0,
5470350,1340207,Manhattan,Harlem,Private room,,30,4,2015-10-19
5601147,11658596,Manhattan,Upper West Side,Entire home/apt,,30,0,
8590275,45208389,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
6026546,22613302,Manhattan,Upper East Side,Entire home/apt,,30,1,2015-09-21
6046877,31376201,Queens,Kew Gardens,Private room,,30,0,
10660249,55062858,Manhattan,Hell's Kitchen,Entire home/apt,,30,239,2020-02-16
6443330,33640698,Manhattan,West Village,Entire home/apt,,30,0,
9231257,45168846,Brooklyn,Flatbush,Entire home/apt,,30,0,
9292072,23429756,Manhattan,Upper East Side,Entire home/apt,,30,0,
9331683,45589955,Brooklyn,Crown Heights,Entire home/apt,,30,1,2016-01-07
6806282,4055091,Manhattan,East Village,Private room,,30,0,
6854404,35919822,Manhattan,Financial District,Entire home/apt,,30,1,2015-09-12
9464137,42956813,Manhattan,Upper East Side,Entire home/apt,,30,15,2016-09-05
9493142,49202910,Brooklyn,Greenpoint,Private room,,30,0,
12941306,14035480,Brooklyn,Crown Heights,Entire home/apt,,30,0,
13945103,82717014,Queens,Sunnyside,Private room,,30,1,2016-09-11
19313134,3792860,Manhattan,Upper East Side,Entire home/apt,,30,0,
15665120,82878914,Queens,Ditmars Steinway,Private room,,30,0,
43612639,347884942,Queens,Flushing,Private room,80.0,30,118,2023-01-04
10350976,6543650,Manhattan,Harlem,Entire home/apt,105.0,30,0,
1174000674878488117,556730397,Brooklyn,Fort Hamilton,Entire home/apt,250.0,30,0,
54395062,50997424,Queens,Ridgewood,Entire home/apt,245.0,30,4,2024-08-03
868172672914462379,493024482,Brooklyn,Fort Greene,Private room,51.0,30,0,
1202874477964231897,582983084,Manhattan,Harlem,Entire home/apt,468.0,30,0,
974059099437963900,535634601,Brooklyn,Cypress Hills,Entire home/apt,80.0,30,1,2023-09-23
53460762,349931116,Manhattan,Washington Heights,Shared room,60.0,30,0,
24784400,24373940,Queens,East Elmhurst,Entire home/apt,100.0,60,0,
1081935749436412239,490655909,Queens,Springfield Gardens,Entire home/apt,120.0,30,0,
982787887777810293,482505101,Queens,Sunnyside,Private room,124.0,1,10,2024-08-15
837867086560680679,90153911,Queens,Astoria,Entire home/apt,150.0,30,5,2023-08-13
947506677820065380,235971419,Brooklyn,Canarsie,Entire home/apt,70.0,30,3,2023-12-12
828902214755540611,216807490,Brooklyn,Bensonhurst,Private room,50.0,30,1,2024-09-01
975923866742134317,11481,Brooklyn,Carroll Gardens,Private room,187.0,30,0,
632632066789092268,330886039,Queens,Long Island City,Private room,60.0,30,0,
4668244,23861205,Manhattan,Harlem,Private room,150.0,30,42,2023-09-16
1138585505172289456,391967495,Manhattan,Hell's Kitchen,Entire home/apt,224.0,30,0,
45988097,372788555,Queens,Woodside,Entire home/apt,329.0,30,139,2023-12-05
46679248,367124043,Manhattan,Harlem,Private room,,30,0,
22651614,166819817,Manhattan,Washington Heights,Private room,,30,0,
735551051888273909,465579714,Brooklyn,Navy Yard,Entire home/apt,,30,0,
22341716,163351987,Brooklyn,Flatbush,Entire home/apt,,30,0,
23103116,171629811,Manhattan,East Harlem,Private room,,30,2,2018-03-20
23647298,142765455,Manhattan,Upper East Side,Entire home/apt,,30,2,2018-08-12
22436899,72390391,Manhattan,Upper West Side,Entire home/apt,,30,0,
23275013,756577,Brooklyn,Williamsburg,Entire home/apt,,90,0,
22011311,97336460,Brooklyn,Bushwick,Private room,,30,0,
22017804,27105320,Brooklyn,Crown Heights,Private room,,30,0,
22504678,122786340,Manhattan,Upper West Side,Private room,,30,0,
4907749,25268374,Brooklyn,Crown Heights,Private room,,30,0,
886529699184775747,347489040,Staten Island,Dongan Hills,Entire home/apt,162.0,30,0,
960875317288334604,415255533,Bronx,Throgs Neck,Private room,175.0,30,7,2023-10-01
27965802,154678310,Queens,Elmhurst,Private room,,30,23,2019-02-02
25492095,144193172,Brooklyn,Crown Heights,Private room,,30,0,
29338253,221022609,Brooklyn,Flatlands,Private room,,30,0,
26524625,199147185,Brooklyn,Sunset Park,Private room,,30,4,2019-11-23
29414633,221574115,Brooklyn,Bensonhurst,Shared room,,30,0,
25719757,1741498,Manhattan,Gramercy,Entire home/apt,,30,3,2018-08-12
26867170,196609694,Manhattan,Midtown,Entire home/apt,,30,0,
26892245,3552356,Brooklyn,Bushwick,Private room,,30,2,2018-08-16
24799677,25109819,Queens,Astoria,Private room,,30,5,2018-05-30
25943635,10304316,Queens,Astoria,Private room,,50,0,
27398972,2685910,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
26038936,6918093,Manhattan,Upper West Side,Private room,,30,6,2018-12-27
790530143812144447,492849680,Brooklyn,Bath Beach,Private room,203.0,30,0,
45267941,39162543,Bronx,Morris Heights,Private room,107.0,30,0,
1082660771919357919,394869975,Brooklyn,South Slope,Entire home/apt,340.0,30,0,
44866024,11599731,Brooklyn,South Slope,Entire home/apt,325.0,60,0,
53190949,351763192,Brooklyn,Brownsville,Private room,54.0,30,0,
1208099973553742658,35539450,Brooklyn,Williamsburg,Private room,231.0,4,1,2024-09-02
1168091987963126455,2229467,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149.0,30,0,
1029666092532042199,44305915,Queens,Sunnyside,Entire home/apt,280.0,30,0,
1199996055054384181,16899543,Manhattan,East Village,Entire home/apt,180.0,30,0,
46999617,165776960,Manhattan,East Village,Entire home/apt,175.0,30,5,2024-05-31
303264,1556814,Manhattan,Harlem,Entire home/apt,250.0,30,8,2024-06-21
42582390,339192135,Manhattan,Morningside Heights,Private room,155.0,30,0,
1202348834470237181,252999518,Brooklyn,Bedford-Stuyvesant,Entire home/apt,230.0,30,0,
773305417769982471,364690311,Manhattan,Upper West Side,Entire home/apt,130.0,30,0,
52562444,4361706,Brooklyn,Greenpoint,Private room,208.0,30,0,
1110201796954441182,65610,Brooklyn,Williamsburg,Private room,120.0,30,0,
50550783,4888892,Brooklyn,Bushwick,Private room,72.0,30,21,2023-08-13
9698613,50084376,Queens,Ditmars Steinway,Private room,,30,2,2016-01-05
7387862,38702813,Manhattan,Lower East Side,Private room,,30,0,
9796737,41003664,Manhattan,Lower East Side,Private room,,30,2,2017-06-12
7480795,18576994,Manhattan,East Village,Private room,,30,6,2015-08-10
9906415,50939666,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2016-06-26
1138111749584246730,3223938,Brooklyn,Bushwick,Private room,40.0,30,0,
9978664,34010790,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
7758577,30669247,Manhattan,Chelsea,Entire home/apt,,30,2,2016-03-12
10020815,564585,Brooklyn,Clinton Hill,Entire home/apt,,30,0,
7921643,15102423,Brooklyn,Fort Greene,Entire home/apt,,30,0,
12387215,14278457,Manhattan,Lower East Side,Private room,,30,0,
10070350,39765154,Manhattan,Upper West Side,Entire home/apt,,30,0,
8014298,42315851,Brooklyn,Crown Heights,Private room,,30,1,2015-09-06
8034665,42237225,Manhattan,Harlem,Private room,,30,21,2017-01-01
12423497,2455544,Manhattan,Midtown,Entire home/apt,,30,1,2016-05-04
5569464,2729850,Brooklyn,Greenpoint,Entire home/apt,,30,0,
8553197,1603471,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,0,
8605739,3210447,Brooklyn,Bushwick,Private room,,30,2,2016-11-01
8551866,45016174,Manhattan,Chelsea,Entire home/apt,,30,0,
8686040,45608786,Manhattan,Inwood,Entire home/apt,,30,5,2015-11-22
10562085,5769963,Brooklyn,Williamsburg,Entire home/apt,,30,0,
6232987,32340523,Manhattan,Kips Bay,Entire home/apt,,30,0,
6302996,18671223,Manhattan,Washington Heights,Private room,,30,0,
9002096,47013708,Brooklyn,Crown Heights,Private room,,30,3,2015-11-25
10909032,56536974,Brooklyn,Williamsburg,Private room,,30,0,
6515562,14979188,Manhattan,East Village,Entire home/apt,,30,3,2015-08-27
6636389,27439632,Manhattan,West Village,Entire home/apt,,30,0,
6642103,10025306,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
9296598,48264527,Manhattan,Upper West Side,Entire home/apt,,30,1,2016-03-31
11242469,17861935,Queens,Flushing,Entire home/apt,,30,0,
6775098,23985505,Manhattan,SoHo,Entire home/apt,,30,0,
9476212,9721574,Manhattan,West Village,Entire home/apt,,30,0,
6999056,415502,Manhattan,Harlem,Private room,,30,3,2015-08-21
7023818,36817279,Manhattan,Midtown,Private room,,30,17,2020-01-01
13916105,54261444,Manhattan,Greenwich Village,Private room,,30,0,
14473545,37419591,Brooklyn,Clinton Hill,Entire home/apt,,30,9,2018-01-01
19694308,12662045,Brooklyn,Bedford-Stuyvesant,Private room,,30,2,2017-08-31
20196464,135940325,Manhattan,Upper West Side,Entire home/apt,,30,0,
16349645,6335037,Manhattan,West Village,Entire home/apt,,30,1,2017-01-02
805863165104844779,348891433,Bronx,Longwood,Private room,49.0,30,17,2023-10-09
810121182812488899,154921518,Brooklyn,Mill Basin,Entire home/apt,444.0,30,0,
42220146,291026998,Brooklyn,Sheepshead Bay,Private room,99.0,30,0,
1224117475056038174,471345215,Brooklyn,East New York,Private room,43.0,30,0,
946191121459066867,339421913,Bronx,Morris Heights,Private room,65.0,30,0,
33077083,923364,Brooklyn,Gravesend,Private room,160.0,30,1,2023-09-03
1042002912312009311,342336507,Brooklyn,Williamsburg,Entire home/apt,250.0,30,0,
39929061,13717740,Manhattan,Washington Heights,Entire home/apt,75.0,30,12,2024-07-23
25235760,3250450,Queens,Astoria,Private room,43.0,30,1,2018-06-30
26327452,24802960,Brooklyn,Crown Heights,Private room,75.0,30,4,2019-11-03
654544771425247916,465459400,Brooklyn,Flatlands,Private room,104.0,30,2,2023-09-03
768469248929332207,348961337,Brooklyn,East New York,Private room,150.0,30,0,
1164402494958427969,579204496,Bronx,Kingsbridge,Private room,33.0,30,0,
1826701,6632440,Manhattan,Harlem,Private room,65.0,30,10,2019-08-10
818879228507700705,498559328,Brooklyn,East Flatbush,Private room,65.0,30,15,2023-09-23
53357250,432000371,Manhattan,East Harlem,Private room,100.0,30,4,2024-06-24
627075354277215363,36881439,Queens,Long Island City,Private room,95.0,30,0,
773214568696699034,66352142,Brooklyn,Crown Heights,Entire home/apt,282.0,30,3,2023-09-05
1204425369999207217,572649285,Manhattan,Harlem,Private room,48.0,30,0,
1112943486461239157,533234561,Manhattan,Upper West Side,Entire home/apt,142.0,30,0,
16962471,616825,Manhattan,Harlem,Private room,137.0,30,2,2022-09-22
766040817482157705,399865453,Brooklyn,Williamsburg,Entire home/apt,146.0,30,6,2024-05-11
1020696614069404268,15410169,Manhattan,Upper East Side,Private room,85.0,30,0,
21539835,156571787,Manhattan,Midtown,Entire home/apt,,30,0,
21881709,7344277,Manhattan,Midtown,Private room,,30,0,
2216470,11306420,Brooklyn,Bushwick,Private room,,30,0,
21924815,113356258,Manhattan,Upper East Side,Private room,,30,0,
1213604454071404576,432309846,Manhattan,Theater District,Private room,,30,0,
1210344755949601767,371618516,Brooklyn,Fort Greene,Entire home/apt,,30,0,
23005685,51536620,Manhattan,Tribeca,Private room,,30,0,
23484328,6047516,Brooklyn,Bushwick,Private room,,30,0,
21943047,29238030,Brooklyn,Williamsburg,Private room,,30,3,2018-05-02
23597323,99270668,Staten Island,New Dorp,Entire home/apt,,30,0,
22781825,168308087,Manhattan,Greenwich Village,Entire home/apt,,30,0,
29898471,224806557,Brooklyn,Greenpoint,Entire home/apt,,30,6,2020-01-01
26604019,40398107,Brooklyn,Midwood,Entire home/apt,,30,0,
29923634,220229838,Manhattan,Midtown,Hotel room,,30,1,2019-06-18
26839660,5668544,Manhattan,Upper East Side,Entire home/apt,,31,0,
1013896771741699739,223087887,Queens,Bayside,Private room,76.0,30,0,
27334148,205684793,Queens,Woodhaven,Entire home/apt,,30,3,2018-11-26
27301758,205684793,Queens,Woodhaven,Entire home/apt,,30,0,
27609132,207213839,Brooklyn,Sunset Park,Entire home/apt,,30,0,
28979690,218428676,Manhattan,Washington Heights,Private room,,30,0,
29800927,157703622,Manhattan,Lower East Side,Entire home/apt,,30,0,
26228457,80292073,Brooklyn,South Slope,Private room,,5,41,2024-08-27
30768969,192181166,Brooklyn,Williamsburg,Private room,,30,0,
31209182,131782045,Queens,Long Island City,Private room,,30,0,
31420503,4305407,Manhattan,West Village,Entire home/apt,,30,9,2019-03-30
33970585,256012654,Manhattan,Upper West Side,Private room,,30,2,2019-08-03
34053516,6752504,Brooklyn,Gravesend,Entire home/apt,,30,0,
34051381,6752504,Brooklyn,Gravesend,Entire home/apt,,30,0,
31847270,22089863,Manhattan,Harlem,Private room,,30,3,2019-07-27
34251664,250207981,Manhattan,Morningside Heights,Private room,,30,0,
42883053,341471321,Brooklyn,Carroll Gardens,Private room,,30,0,
42038789,144485210,Brooklyn,Canarsie,Private room,,30,0,
42096541,333870992,Brooklyn,Canarsie,Shared room,,30,0,
39953432,277436628,Manhattan,Hell's Kitchen,Private room,,30,4,2020-01-01
40056966,178083627,Brooklyn,Bedford-Stuyvesant,Private room,,30,1,2020-01-02
40965070,319053984,Manhattan,East Village,Entire home/apt,,30,0,
36413532,48685332,Manhattan,East Village,Private room,,30,0,
40233539,308956896,Manhattan,Hell's Kitchen,Private room,,30,8,2020-03-20
41091413,250772683,Brooklyn,Cypress Hills,Private room,,30,0,
41112420,39541683,Brooklyn,Vinegar Hill,Private room,,30,1,2020-01-01
41348519,141746424,Bronx,Throgs Neck,Private room,,30,1,2020-01-29
41664099,229296368,Queens,Ozone Park,Private room,,30,4,2020-03-08
37184442,195280100,Brooklyn,Bedford-Stuyvesant,Private room,,30,11,2019-12-14
48381141,390535864,Queens,Woodside,Private room,,30,0,
52553481,423873487,Manhattan,Midtown,Entire home/apt,,1,22,2023-01-02
52583253,43967768,Staten Island,Dongan Hills,Entire home/apt,,30,0,
48773575,348619646,Manhattan,Chelsea,Entire home/apt,,1,2,2024-01-01
50922065,403724650,Manhattan,Harlem,Private room,,30,0,
46687219,377261591,Queens,Long Island City,Entire home/apt,,30,0,
46687986,68335750,Brooklyn,Gerritsen Beach,Private room,,30,2,2021-03-02
43977634,262026369,Manhattan,Murray Hill,Entire home/apt,,30,0,
51227326,19981094,Brooklyn,Prospect Heights,Private room,,30,3,2024-05-31
52757238,104691618,Manhattan,Hell's Kitchen,Entire home/apt,,30,11,2023-09-10
51278279,191186824,Manhattan,East Harlem,Private room,,30,0,
51454608,359913981,Bronx,Parkchester,Entire home/apt,,30,0,
49540622,368276707,Manhattan,Upper West Side,Private room,,30,0,
44867899,41121817,Queens,Jamaica Hills,Private room,,30,0,
45079976,19303369,Manhattan,Lower East Side,Private room,,30,0,
45290301,60376755,Queens,Long Island City,Entire home/apt,,30,0,
49898771,112335936,Manhattan,Upper West Side,Private room,,30,0,
50052647,403724650,Manhattan,Harlem,Private room,,30,0,
45673206,69683180,Manhattan,Hell's Kitchen,Private room,,30,0,
52244717,4039777,Manhattan,Kips Bay,Entire home/apt,,30,4,2022-01-23
572326531219816196,107434423,Manhattan,Hell's Kitchen,Entire home/apt,402.0,31,0,
50289003,404435510,Manhattan,East Village,Entire home/apt,,30,0,
48127867,305240193,Manhattan,Upper West Side,Private room,,30,0,
52438125,3223938,Brooklyn,Bushwick,Private room,,90,0,
802687894128187641,495665151,Bronx,Fordham,Private room,,30,1,2023-03-07
816693930212687676,45700928,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2023-04-05
15476794,99346083,Queens,Queens Village,Entire home/apt,125.0,30,0,
53916899,3223938,Brooklyn,Bushwick,Private room,,90,1,2023-03-31
810938711482534460,305240193,Manhattan,Upper West Side,Private room,,30,0,
761035694084645392,23680153,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2023-01-03
542970756349440677,256556853,Bronx,Tremont,Private room,,30,0,
53343701,58687873,Bronx,Van Nest,Entire home/apt,500.0,30,5,2021-12-30
564290411806986528,3931900,Brooklyn,Williamsburg,Entire home/apt,,30,0,
1089948791141810827,124028462,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
587519,2897835,Brooklyn,Williamsburg,Private room,,30,1,2015-03-31
842313497808225078,493199991,Brooklyn,Crown Heights,Private room,,30,29,2023-10-16
950723475007097062,215565541,Manhattan,Hell's Kitchen,Private room,,1,3,2024-07-14
1065504615423832566,45400201,Queens,Richmond Hill,Private room,,30,0,
963340164193366028,363928053,Brooklyn,Kensington,Private room,,365,2,2023-11-02
4756125,2702777,Brooklyn,Bushwick,Private room,,30,0,
